"시도별(1)","설립주체별(1)","학교현황별(1)","학교현황별(2)",시점,데이터
"전라남도","계","교원수 (명)","여자",2015,4781
"전라남도","계","교원수 (명)","여자",2016,4756
"전라남도","계","교원수 (명)","여자",2017,4778
"전라남도","계","교원수 (명)","여자",2018,4884
"전라남도","계","교원수 (명)","여자",2019,4956
"전라남도","계","교원수 (명)","여자",2020,5092
"전라남도","계","교원수 (명)","여자",2021,5230
"전라남도","계","교원수 (명)","여자",2022,5443
"전라남도","계","직원수 (명)","소계",2013,1946
"전라남도","계","직원수 (명)","소계",2014,1954
"전라남도","계","직원수 (명)","소계",2015,1910
"전라남도","계","직원수 (명)","소계",2016,1833
"전라남도","계","직원수 (명)","소계",2017,1806
"전라남도","계","직원수 (명)","소계",2018,1767
"전라남도","계","직원수 (명)","소계",2019,1781
"전라남도","계","직원수 (명)","소계",2020,1780
"전라남도","계","직원수 (명)","소계",2021,1760
"전라남도","계","직원수 (명)","소계",2022,1765
"전라남도","계","직원수 (명)","여자",2013,732
"전라남도","계","직원수 (명)","여자",2014,724
"전라남도","계","직원수 (명)","여자",2015,748
"전라남도","계","직원수 (명)","여자",2016,742
"전라남도","계","직원수 (명)","여자",2017,742
"전라남도","계","직원수 (명)","여자",2018,772
"전라남도","계","직원수 (명)","여자",2019,786
"전라남도","계","직원수 (명)","여자",2020,831
"전라남도","계","직원수 (명)","여자",2021,860
"전라남도","계","직원수 (명)","여자",2022,890
"전라남도","계","입학자수 (명)","소계",2013,14989
"전라남도","계","입학자수 (명)","소계",2014,16377
"전라남도","계","입학자수 (명)","소계",2015,15378
"전라남도","계","입학자수 (명)","소계",2016,15033
"전라남도","계","입학자수 (명)","소계",2017,15982
"전라남도","계","입학자수 (명)","소계",2018,16022
"전라남도","계","입학자수 (명)","소계",2019,16147
"전라남도","계","입학자수 (명)","소계",2020,14295
"전라남도","계","입학자수 (명)","소계",2021,13854
"전라남도","계","입학자수 (명)","소계",2022,13835
"전라남도","계","입학자수 (명)","여자",2013,7279
"전라남도","계","입학자수 (명)","여자",2014,7966
"전라남도","계","입학자수 (명)","여자",2015,7370
"전라남도","계","입학자수 (명)","여자",2016,7370
"전라남도","계","입학자수 (명)","여자",2017,7627
"전라남도","계","입학자수 (명)","여자",2018,7975
"전라남도","계","입학자수 (명)","여자",2019,7999
"전라남도","계","입학자수 (명)","여자",2020,6980
"전라남도","계","입학자수 (명)","여자",2021,6820
"전라남도","계","입학자수 (명)","여자",2022,6729
"전라남도","계","졸업자수 (명)","소계",2013,22612
"전라남도","계","졸업자수 (명)","소계",2014,19684
"전라남도","계","졸업자수 (명)","소계",2015,16992
"전라남도","계","졸업자수 (명)","소계",2016,16692
"전라남도","계","졸업자수 (명)","소계",2017,16045
"전라남도","계","졸업자수 (명)","소계",2018,14693
"전라남도","계","졸업자수 (명)","소계",2019,15143
"전라남도","계","졸업자수 (명)","소계",2020,16479
"전라남도","계","졸업자수 (명)","소계",2021,15520
"전라남도","계","졸업자수 (명)","소계",2022,15055
"전라남도","계","졸업자수 (명)","여자",2013,10758
"전라남도","계","졸업자수 (명)","여자",2014,9360
"전라남도","계","졸업자수 (명)","여자",2015,8139
"전라남도","계","졸업자수 (명)","여자",2016,8025
"전라남도","계","졸업자수 (명)","여자",2017,7652
"전라남도","계","졸업자수 (명)","여자",2018,7141
"전라남도","계","졸업자수 (명)","여자",2019,7382
"전라남도","계","졸업자수 (명)","여자",2020,7999
"전라남도","계","졸업자수 (명)","여자",2021,7469
"전라남도","계","졸업자수 (명)","여자",2022,7363
"전라남도","계","교실수 (개)","소계",2013,5846
"전라남도","계","교실수 (개)","소계",2014,5723
"전라남도","계","교실수 (개)","소계",2015,8138
"전라남도","계","교실수 (개)","소계",2016,8144
"전라남도","계","교실수 (개)","소계",2017,8289
"전라남도","계","교실수 (개)","소계",2018,8510
"전라남도","계","교실수 (개)","소계",2019,8470
"전라남도","계","교실수 (개)","소계",2020,8432
"전라남도","계","교실수 (개)","소계",2021,8431
"전라남도","계","교실수 (개)","소계",2022,8471
"전라남도","계","교실수 (개)","정규교실",2013,5813
"전라남도","계","교실수 (개)","정규교실",2014,5685
"전라남도","계","교실수 (개)","가·대용교실",2013,33
"전라남도","계","교실수 (개)","가·대용교실",2014,38
"전라남도","계","교실수 (개)","일반교실",2015,5534
"전라남도","계","교실수 (개)","일반교실",2016,5584
"전라남도","계","교실수 (개)","일반교실",2017,5690
"전라남도","계","교실수 (개)","일반교실",2018,5858
"전라남도","계","교실수 (개)","일반교실",2019,5899
"전라남도","계","교실수 (개)","일반교실",2020,5921
"전라남도","계","교실수 (개)","일반교실",2021,5955
"전라남도","계","교실수 (개)","일반교실",2022,6044
"전라남도","계","교실수 (개)","교과교실",2015,445
"전라남도","계","교실수 (개)","교과교실",2016,416
"전라남도","계","교실수 (개)","교과교실",2017,414
"전라남도","계","교실수 (개)","교과교실",2018,454
"전라남도","계","교실수 (개)","교과교실",2019,438
"전라남도","계","교실수 (개)","교과교실",2020,438
"전라남도","계","교실수 (개)","교과교실",2021,426
"전라남도","계","교실수 (개)","교과교실",2022,440
"전라남도","계","교실수 (개)","특별교실",2015,2074
"전라남도","계","교실수 (개)","특별교실",2016,2057
"전라남도","계","교실수 (개)","특별교실",2017,2099
"전라남도","계","교실수 (개)","특별교실",2018,2107
"전라남도","계","교실수 (개)","특별교실",2019,2040
"전라남도","계","교실수 (개)","특별교실",2020,1987
"전라남도","계","교실수 (개)","특별교실",2021,1966
"전라남도","계","교실수 (개)","특별교실",2022,1909
"전라남도","계","교실수 (개)","수준별교실",2015,85
"전라남도","계","교실수 (개)","수준별교실",2016,87
"전라남도","계","교실수 (개)","수준별교실",2017,86
"전라남도","계","교실수 (개)","수준별교실",2018,91
"전라남도","계","교실수 (개)","수준별교실",2019,93
"전라남도","계","교실수 (개)","수준별교실",2020,86
"전라남도","계","교실수 (개)","수준별교실",2021,84
"전라남도","계","교실수 (개)","수준별교실",2022,78
"전라남도","국립","학교수 (개)","소계",2013,1
"전라남도","국립","학교수 (개)","소계",2014,1
"전라남도","국립","학교수 (개)","소계",2015,1
"전라남도","국립","학교수 (개)","소계",2016,1
"전라남도","국립","학교수 (개)","소계",2017,1
"전라남도","국립","학교수 (개)","소계",2018,1
"전라남도","국립","학교수 (개)","소계",2019,1
"전라남도","국립","학교수 (개)","소계",2020,1
"전라남도","국립","학교수 (개)","소계",2021,1
"전라남도","국립","학교수 (개)","소계",2022,1
"전라남도","국립","학급수 (개)","소계",2013,19
"전라남도","국립","학급수 (개)","소계",2014,19
"전라남도","국립","학급수 (개)","소계",2015,19
"전라남도","국립","학급수 (개)","소계",2016,19
"전라남도","국립","학급수 (개)","소계",2017,19
"전라남도","국립","학급수 (개)","소계",2018,19
"전라남도","국립","학급수 (개)","소계",2019,19
"전라남도","국립","학급수 (개)","소계",2020,19
"전라남도","국립","학급수 (개)","소계",2021,19
"전라남도","국립","학급수 (개)","소계",2022,19
"전라남도","국립","학생수 (명)","소계",2013,486
"전라남도","국립","학생수 (명)","소계",2014,488
"전라남도","국립","학생수 (명)","소계",2015,484
"전라남도","국립","학생수 (명)","소계",2016,470
"전라남도","국립","학생수 (명)","소계",2017,457
"전라남도","국립","학생수 (명)","소계",2018,446
"전라남도","국립","학생수 (명)","소계",2019,444
"전라남도","국립","학생수 (명)","소계",2020,440
"전라남도","국립","학생수 (명)","소계",2021,425
"전라남도","국립","학생수 (명)","소계",2022,429
"전라남도","국립","학생수 (명)","여자",2013,237
"전라남도","국립","학생수 (명)","여자",2014,248
"전라남도","국립","학생수 (명)","여자",2015,246
"전라남도","국립","학생수 (명)","여자",2016,239
"전라남도","국립","학생수 (명)","여자",2017,228
"전라남도","국립","학생수 (명)","여자",2018,221
"전라남도","국립","학생수 (명)","여자",2019,224
"전라남도","국립","학생수 (명)","여자",2020,227
"전라남도","국립","학생수 (명)","여자",2021,222
"전라남도","국립","학생수 (명)","여자",2022,220
"전라남도","국립","교원수 (명)","소계",2013,26
"전라남도","국립","교원수 (명)","소계",2014,26
"전라남도","국립","교원수 (명)","소계",2015,26
"전라남도","국립","교원수 (명)","소계",2016,27
"전라남도","국립","교원수 (명)","소계",2017,26
"전라남도","국립","교원수 (명)","소계",2018,26
"전라남도","국립","교원수 (명)","소계",2019,26
"전라남도","국립","교원수 (명)","소계",2020,26
"전라남도","국립","교원수 (명)","소계",2021,26
"전라남도","국립","교원수 (명)","소계",2022,26
"전라남도","국립","교원수 (명)","여자",2013,10
"전라남도","국립","교원수 (명)","여자",2014,9
"전라남도","국립","교원수 (명)","여자",2015,7
"전라남도","국립","교원수 (명)","여자",2016,9
"전라남도","국립","교원수 (명)","여자",2017,12
"전라남도","국립","교원수 (명)","여자",2018,10
"전라남도","국립","교원수 (명)","여자",2019,11
"전라남도","국립","교원수 (명)","여자",2020,12
"전라남도","국립","교원수 (명)","여자",2021,11
"전라남도","국립","교원수 (명)","여자",2022,10
"전라남도","국립","직원수 (명)","소계",2013,2
"전라남도","국립","직원수 (명)","소계",2014,2
"전라남도","국립","직원수 (명)","소계",2015,2
"전라남도","국립","직원수 (명)","소계",2016,1
"전라남도","국립","직원수 (명)","소계",2017,4
"전라남도","국립","직원수 (명)","소계",2018,2
"전라남도","국립","직원수 (명)","소계",2019,2
"전라남도","국립","직원수 (명)","소계",2020,2
"전라남도","국립","직원수 (명)","소계",2021,2
"전라남도","국립","직원수 (명)","소계",2022,2
"전라남도","국립","직원수 (명)","여자",2013,-
"전라남도","국립","직원수 (명)","여자",2014,-
"전라남도","국립","직원수 (명)","여자",2015,-
"전라남도","국립","직원수 (명)","여자",2016,-
"전라남도","국립","직원수 (명)","여자",2017,-
"전라남도","국립","직원수 (명)","여자",2018,0
"전라남도","국립","직원수 (명)","여자",2019,1
"전라남도","국립","직원수 (명)","여자",2020,1
"전라남도","국립","직원수 (명)","여자",2021,1
"전라남도","국립","직원수 (명)","여자",2022,1
"전라남도","국립","입학자수 (명)","소계",2013,84
"전라남도","국립","입학자수 (명)","소계",2014,84
"전라남도","국립","입학자수 (명)","소계",2015,84
"전라남도","국립","입학자수 (명)","소계",2016,72
"전라남도","국립","입학자수 (명)","소계",2017,72
"전라남도","국립","입학자수 (명)","소계",2018,72
"전라남도","국립","입학자수 (명)","소계",2019,72
"전라남도","국립","입학자수 (명)","소계",2020,72
"전라남도","국립","입학자수 (명)","소계",2021,71
"전라남도","국립","입학자수 (명)","소계",2022,72
"전라남도","국립","입학자수 (명)","여자",2013,42
"전라남도","국립","입학자수 (명)","여자",2014,42
"전라남도","국립","입학자수 (명)","여자",2015,42
"전라남도","국립","입학자수 (명)","여자",2016,37
"전라남도","국립","입학자수 (명)","여자",2017,36
"전라남도","국립","입학자수 (명)","여자",2018,36
"전라남도","국립","입학자수 (명)","여자",2019,35
"전라남도","국립","입학자수 (명)","여자",2020,36
"전라남도","국립","입학자수 (명)","여자",2021,37
"전라남도","국립","입학자수 (명)","여자",2022,36
"전라남도","국립","졸업자수 (명)","소계",2013,81
"전라남도","국립","졸업자수 (명)","소계",2014,78
"전라남도","국립","졸업자수 (명)","소계",2015,79
"전라남도","국립","졸업자수 (명)","소계",2016,73
"전라남도","국립","졸업자수 (명)","소계",2017,74
"전라남도","국립","졸업자수 (명)","소계",2018,75
"전라남도","국립","졸업자수 (명)","소계",2019,70
"전라남도","국립","졸업자수 (명)","소계",2020,75
"전라남도","국립","졸업자수 (명)","소계",2021,84
"전라남도","국립","졸업자수 (명)","소계",2022,72
"전라남도","국립","졸업자수 (명)","여자",2013,39
"전라남도","국립","졸업자수 (명)","여자",2014,38
"전라남도","국립","졸업자수 (명)","여자",2015,37
"전라남도","국립","졸업자수 (명)","여자",2016,35
"전라남도","국립","졸업자수 (명)","여자",2017,40
"전라남도","국립","졸업자수 (명)","여자",2018,43
"전라남도","국립","졸업자수 (명)","여자",2019,31
"전라남도","국립","졸업자수 (명)","여자",2020,38
"전라남도","국립","졸업자수 (명)","여자",2021,43
"전라남도","국립","졸업자수 (명)","여자",2022,38
"전라남도","국립","교실수 (개)","소계",2013,19
"전라남도","국립","교실수 (개)","소계",2014,19
"전라남도","국립","교실수 (개)","소계",2015,34
"전라남도","국립","교실수 (개)","소계",2016,35
"전라남도","국립","교실수 (개)","소계",2017,35
"전라남도","국립","교실수 (개)","소계",2018,35
"전라남도","국립","교실수 (개)","소계",2019,34
"전라남도","국립","교실수 (개)","소계",2020,34
"전라남도","국립","교실수 (개)","소계",2021,34
"전라남도","국립","교실수 (개)","소계",2022,37
"전라남도","국립","교실수 (개)","정규교실",2013,19
"전라남도","국립","교실수 (개)","정규교실",2014,19
"전라남도","국립","교실수 (개)","가·대용교실",2013,-
"전라남도","국립","교실수 (개)","가·대용교실",2014,-
"전라남도","국립","교실수 (개)","일반교실",2015,19
"전라남도","국립","교실수 (개)","일반교실",2016,19
"전라남도","국립","교실수 (개)","일반교실",2017,19
"전라남도","국립","교실수 (개)","일반교실",2018,19
"전라남도","국립","교실수 (개)","일반교실",2019,19
"전라남도","국립","교실수 (개)","일반교실",2020,19
"전라남도","국립","교실수 (개)","일반교실",2021,19
"전라남도","국립","교실수 (개)","일반교실",2022,19
"전라남도","국립","교실수 (개)","교과교실",2015,3
"전라남도","국립","교실수 (개)","교과교실",2016,3
"전라남도","국립","교실수 (개)","교과교실",2017,3
"전라남도","국립","교실수 (개)","교과교실",2018,3
"전라남도","국립","교실수 (개)","교과교실",2019,3
"전라남도","국립","교실수 (개)","교과교실",2020,3
"전라남도","국립","교실수 (개)","교과교실",2021,3
"전라남도","국립","교실수 (개)","교과교실",2022,3
"전라남도","국립","교실수 (개)","특별교실",2015,12
"전라남도","국립","교실수 (개)","특별교실",2016,13
"전라남도","국립","교실수 (개)","특별교실",2017,13
"전라남도","국립","교실수 (개)","특별교실",2018,13
"전라남도","국립","교실수 (개)","특별교실",2019,12
"전라남도","국립","교실수 (개)","특별교실",2020,12
"전라남도","국립","교실수 (개)","특별교실",2021,12
"전라남도","국립","교실수 (개)","특별교실",2022,15
"전라남도","국립","교실수 (개)","수준별교실",2015,-
"전라남도","국립","교실수 (개)","수준별교실",2016,-
"전라남도","국립","교실수 (개)","수준별교실",2017,-
"전라남도","국립","교실수 (개)","수준별교실",2018,0
"전라남도","국립","교실수 (개)","수준별교실",2019,0
"전라남도","국립","교실수 (개)","수준별교실",2020,-
"전라남도","국립","교실수 (개)","수준별교실",2021,-
"전라남도","국립","교실수 (개)","수준별교실",2022,-
"전라남도","공립","학교수 (개)","소계",2013,422
"전라남도","공립","학교수 (개)","소계",2014,420
"전라남도","공립","학교수 (개)","소계",2015,422
"전라남도","공립","학교수 (개)","소계",2016,423
"전라남도","공립","학교수 (개)","소계",2017,426
"전라남도","공립","학교수 (개)","소계",2018,425
"전라남도","공립","학교수 (개)","소계",2019,425
"전라남도","공립","학교수 (개)","소계",2020,425
"전라남도","공립","학교수 (개)","소계",2021,426
"전라남도","공립","학교수 (개)","소계",2022,422
"전라남도","공립","학급수 (개)","소계",2013,5138
"전라남도","공립","학급수 (개)","소계",2014,5026
"전라남도","공립","학급수 (개)","소계",2015,4975
"전라남도","공립","학급수 (개)","소계",2016,4936
"전라남도","공립","학급수 (개)","소계",2017,4963
"전라남도","공립","학급수 (개)","소계",2018,5007
"전라남도","공립","학급수 (개)","소계",2019,5080
"전라남도","공립","학급수 (개)","소계",2020,5111
"전라남도","공립","학급수 (개)","소계",2021,5182
"전라남도","공립","학급수 (개)","소계",2022,5308
"전라남도","공립","학생수 (명)","소계",2013,97225
"전라남도","공립","학생수 (명)","소계",2014,93933
"전라남도","공립","학생수 (명)","소계",2015,92723
"전라남도","공립","학생수 (명)","소계",2016,91328
"전라남도","공립","학생수 (명)","소계",2017,91543
"전라남도","공립","학생수 (명)","소계",2018,92396
"전라남도","공립","학생수 (명)","소계",2019,93136
"전라남도","공립","학생수 (명)","소계",2020,90585
"전라남도","공립","학생수 (명)","소계",2021,89394
"전라남도","공립","학생수 (명)","소계",2022,88414
"전라남도","공립","학생수 (명)","여자",2013,46761
"전라남도","공립","학생수 (명)","여자",2014,45399
"전라남도","공립","학생수 (명)","여자",2015,44805
"전라남도","공립","학생수 (명)","여자",2016,44242
"전라남도","공립","학생수 (명)","여자",2017,44377
"전라남도","공립","학생수 (명)","여자",2018,45004
"전라남도","공립","학생수 (명)","여자",2019,45519
"전라남도","공립","학생수 (명)","여자",2020,44315
"전라남도","공립","학생수 (명)","여자",2021,43879
"전라남도","공립","학생수 (명)","여자",2022,43270
"전라남도","공립","교원수 (명)","소계",2013,8021
"전라남도","공립","교원수 (명)","소계",2014,7945
"전라남도","공립","교원수 (명)","소계",2015,7929
"전라남도","공립","교원수 (명)","소계",2016,7871
"전라남도","공립","교원수 (명)","소계",2017,7869
"전라남도","공립","교원수 (명)","소계",2018,7932
"전라남도","공립","교원수 (명)","소계",2019,8022
"전라남도","공립","교원수 (명)","소계",2020,8190
"전라남도","공립","교원수 (명)","소계",2021,8364
"전라남도","공립","교원수 (명)","소계",2022,8632
"전라남도","공립","교원수 (명)","여자",2013,4843
"전라남도","공립","교원수 (명)","여자",2014,4757
"전라남도","공립","교원수 (명)","여자",2015,4735
"전라남도","공립","교원수 (명)","여자",2016,4707
"전라남도","공립","교원수 (명)","여자",2017,4727
"전라남도","공립","교원수 (명)","여자",2018,4833
"전라남도","공립","교원수 (명)","여자",2019,4901
"전라남도","공립","교원수 (명)","여자",2020,5039
"전라남도","공립","교원수 (명)","여자",2021,5179
"전라남도","공립","교원수 (명)","여자",2022,5393
"전라남도","공립","직원수 (명)","소계",2013,1929
"전라남도","공립","직원수 (명)","소계",2014,1938
"전라남도","공립","직원수 (명)","소계",2015,1894
"전라남도","공립","직원수 (명)","소계",2016,1819
"전라남도","공립","직원수 (명)","소계",2017,1789
"전라남도","공립","직원수 (명)","소계",2018,1753
"전라남도","공립","직원수 (명)","소계",2019,1766
"전라남도","공립","직원수 (명)","소계",2020,1764
"전라남도","공립","직원수 (명)","소계",2021,1746
"전라남도","공립","직원수 (명)","소계",2022,1751
"전라남도","공립","직원수 (명)","여자",2013,729
"전라남도","공립","직원수 (명)","여자",2014,721
"전라남도","공립","직원수 (명)","여자",2015,745
"전라남도","공립","직원수 (명)","여자",2016,738
"전라남도","공립","직원수 (명)","여자",2017,738
"전라남도","공립","직원수 (명)","여자",2018,768
"전라남도","공립","직원수 (명)","여자",2019,781
"전라남도","공립","직원수 (명)","여자",2020,825
"전라남도","공립","직원수 (명)","여자",2021,855
"전라남도","공립","직원수 (명)","여자",2022,886
"전라남도","공립","입학자수 (명)","소계",2013,14740
"전라남도","공립","입학자수 (명)","소계",2014,16100
"전라남도","공립","입학자수 (명)","소계",2015,15140
"전라남도","공립","입학자수 (명)","소계",2016,14764
"전라남도","공립","입학자수 (명)","소계",2017,15658
"전라남도","공립","입학자수 (명)","소계",2018,15718
"전라남도","공립","입학자수 (명)","소계",2019,15812
"전라남도","공립","입학자수 (명)","소계",2020,13982
"전라남도","공립","입학자수 (명)","소계",2021,13564
"전라남도","공립","입학자수 (명)","소계",2022,13528
"전라남도","공립","입학자수 (명)","여자",2013,7162
"전라남도","공립","입학자수 (명)","여자",2014,7842
"전라남도","공립","입학자수 (명)","여자",2015,7252
"전라남도","공립","입학자수 (명)","여자",2016,7228
"전라남도","공립","입학자수 (명)","여자",2017,7469
"전라남도","공립","입학자수 (명)","여자",2018,7821
"전라남도","공립","입학자수 (명)","여자",2019,7836
"전라남도","공립","입학자수 (명)","여자",2020,6825
"전라남도","공립","입학자수 (명)","여자",2021,6658
"전라남도","공립","입학자수 (명)","여자",2022,6583
"전라남도","공립","졸업자수 (명)","소계",2013,22030
"전라남도","공립","졸업자수 (명)","소계",2014,19216
"전라남도","공립","졸업자수 (명)","소계",2015,16619
"전라남도","공립","졸업자수 (명)","소계",2016,16373
"전라남도","공립","졸업자수 (명)","소계",2017,15739
"전라남도","공립","졸업자수 (명)","소계",2018,14411
"전라남도","공립","졸업자수 (명)","소계",2019,14872
"전라남도","공립","졸업자수 (명)","소계",2020,16177
"전라남도","공립","졸업자수 (명)","소계",2021,15234
"전라남도","공립","졸업자수 (명)","소계",2022,14763
"전라남도","공립","졸업자수 (명)","여자",2013,10493
"전라남도","공립","졸업자수 (명)","여자",2014,9137
"전라남도","공립","졸업자수 (명)","여자",2015,7953
"전라남도","공립","졸업자수 (명)","여자",2016,7877
"전라남도","공립","졸업자수 (명)","여자",2017,7512
"전라남도","공립","졸업자수 (명)","여자",2018,7000
"전라남도","공립","졸업자수 (명)","여자",2019,7265
"전라남도","공립","졸업자수 (명)","여자",2020,7862
"전라남도","공립","졸업자수 (명)","여자",2021,7332
"전라남도","공립","졸업자수 (명)","여자",2022,7223
"전라남도","공립","교실수 (개)","소계",2013,5765
"전라남도","공립","교실수 (개)","소계",2014,5628
"전라남도","공립","교실수 (개)","소계",2015,7977
"전라남도","공립","교실수 (개)","소계",2016,7998
"전라남도","공립","교실수 (개)","소계",2017,8140
"전라남도","공립","교실수 (개)","소계",2018,8359
"전라남도","공립","교실수 (개)","소계",2019,8320
"전라남도","공립","교실수 (개)","소계",2020,8282
"전라남도","공립","교실수 (개)","소계",2021,8277
"전라남도","공립","교실수 (개)","소계",2022,8314
"전라남도","공립","교실수 (개)","정규교실",2013,5732
"전라남도","공립","교실수 (개)","정규교실",2014,5590
"전라남도","공립","교실수 (개)","가·대용교실",2013,33
"전라남도","공립","교실수 (개)","가·대용교실",2014,38
"전라남도","공립","교실수 (개)","일반교실",2015,5445
"전라남도","공립","교실수 (개)","일반교실",2016,5515
"전라남도","공립","교실수 (개)","일반교실",2017,5614
"전라남도","공립","교실수 (개)","일반교실",2018,5781
"전라남도","공립","교실수 (개)","일반교실",2019,5822
"전라남도","공립","교실수 (개)","일반교실",2020,5843
"전라남도","공립","교실수 (개)","일반교실",2021,5882
"전라남도","공립","교실수 (개)","일반교실",2022,5971
"전라남도","공립","교실수 (개)","교과교실",2015,424
"전라남도","공립","교실수 (개)","교과교실",2016,393
"전라남도","공립","교실수 (개)","교과교실",2017,391
"전라남도","공립","교실수 (개)","교과교실",2018,433
"전라남도","공립","교실수 (개)","교과교실",2019,417
"전라남도","공립","교실수 (개)","교과교실",2020,417
"전라남도","공립","교실수 (개)","교과교실",2021,404
"전라남도","공립","교실수 (개)","교과교실",2022,418
"전라남도","공립","교실수 (개)","특별교실",2015,2023
"전라남도","공립","교실수 (개)","특별교실",2016,2003
"전라남도","공립","교실수 (개)","특별교실",2017,2049
"전라남도","공립","교실수 (개)","특별교실",2018,2054
"전라남도","공립","교실수 (개)","특별교실",2019,1988
"전라남도","공립","교실수 (개)","특별교실",2020,1936
"전라남도","공립","교실수 (개)","특별교실",2021,1907
"전라남도","공립","교실수 (개)","특별교실",2022,1847
"전라남도","공립","교실수 (개)","수준별교실",2015,85
"전라남도","공립","교실수 (개)","수준별교실",2016,87
"전라남도","공립","교실수 (개)","수준별교실",2017,86
"전라남도","공립","교실수 (개)","수준별교실",2018,91
"전라남도","공립","교실수 (개)","수준별교실",2019,93
"전라남도","공립","교실수 (개)","수준별교실",2020,86
"전라남도","공립","교실수 (개)","수준별교실",2021,84
"전라남도","공립","교실수 (개)","수준별교실",2022,78
"전라남도","사립","학교수 (개)","소계",2013,3
"전라남도","사립","학교수 (개)","소계",2014,3
"전라남도","사립","학교수 (개)","소계",2015,3
"전라남도","사립","학교수 (개)","소계",2016,3
"전라남도","사립","학교수 (개)","소계",2017,3
"전라남도","사립","학교수 (개)","소계",2018,3
"전라남도","사립","학교수 (개)","소계",2019,3
"전라남도","사립","학교수 (개)","소계",2020,3
"전라남도","사립","학교수 (개)","소계",2021,3
"전라남도","사립","학교수 (개)","소계",2022,3
"전라남도","사립","학급수 (개)","소계",2013,56
"전라남도","사립","학급수 (개)","소계",2014,51
"전라남도","사립","학급수 (개)","소계",2015,47
"전라남도","사립","학급수 (개)","소계",2016,50
"전라남도","사립","학급수 (개)","소계",2017,50
"전라남도","사립","학급수 (개)","소계",2018,51
"전라남도","사립","학급수 (개)","소계",2019,52
"전라남도","사립","학급수 (개)","소계",2020,53
"전라남도","사립","학급수 (개)","소계",2021,54
"전라남도","사립","학급수 (개)","소계",2022,54
"전라남도","사립","학생수 (명)","소계",2013,1495
"전라남도","사립","학생수 (명)","소계",2014,1299
"전라남도","사립","학생수 (명)","소계",2015,1161
"전라남도","사립","학생수 (명)","소계",2016,1183
"전라남도","사립","학생수 (명)","소계",2017,1233
"전라남도","사립","학생수 (명)","소계",2018,1292
"전라남도","사립","학생수 (명)","소계",2019,1372
"전라남도","사립","학생수 (명)","소계",2020,1380
"전라남도","사립","학생수 (명)","소계",2021,1410
"전라남도","사립","학생수 (명)","소계",2022,1395
"전라남도","사립","학생수 (명)","여자",2013,724
"전라남도","사립","학생수 (명)","여자",2014,608
"전라남도","사립","학생수 (명)","여자",2015,536
"전라남도","사립","학생수 (명)","여자",2016,563
"전라남도","사립","학생수 (명)","여자",2017,595
"전라남도","사립","학생수 (명)","여자",2018,620
"전라남도","사립","학생수 (명)","여자",2019,658
"전라남도","사립","학생수 (명)","여자",2020,673
"전라남도","사립","학생수 (명)","여자",2021,704
"전라남도","사립","학생수 (명)","여자",2022,685
"전라남도","사립","교원수 (명)","소계",2013,83
"전라남도","사립","교원수 (명)","소계",2014,75
"전라남도","사립","교원수 (명)","소계",2015,71
"전라남도","사립","교원수 (명)","소계",2016,70
"전라남도","사립","교원수 (명)","소계",2017,70
"전라남도","사립","교원수 (명)","소계",2018,70
"전라남도","사립","교원수 (명)","소계",2019,73
"전라남도","사립","교원수 (명)","소계",2020,74
"전라남도","사립","교원수 (명)","소계",2021,72
"전라남도","사립","교원수 (명)","소계",2022,72
"전라남도","사립","교원수 (명)","여자",2013,47
"전라남도","사립","교원수 (명)","여자",2014,44
"전라남도","사립","교원수 (명)","여자",2015,39
"전라남도","사립","교원수 (명)","여자",2016,40
"전라남도","사립","교원수 (명)","여자",2017,39
"전라남도","사립","교원수 (명)","여자",2018,41
"전라남도","사립","교원수 (명)","여자",2019,44
"전라남도","사립","교원수 (명)","여자",2020,41
"전라남도","사립","교원수 (명)","여자",2021,40
"전라남도","사립","교원수 (명)","여자",2022,40
"전라남도","사립","직원수 (명)","소계",2013,15
"전라남도","사립","직원수 (명)","소계",2014,14
"전라남도","사립","직원수 (명)","소계",2015,14
"전라남도","사립","직원수 (명)","소계",2016,13
"전라남도","사립","직원수 (명)","소계",2017,13
"전라남도","사립","직원수 (명)","소계",2018,12
"전라남도","사립","직원수 (명)","소계",2019,13
"전라남도","사립","직원수 (명)","소계",2020,14
"전라남도","사립","직원수 (명)","소계",2021,12
"전라남도","사립","직원수 (명)","소계",2022,12
"전라남도","사립","직원수 (명)","여자",2013,3
"전라남도","사립","직원수 (명)","여자",2014,3
"전라남도","사립","직원수 (명)","여자",2015,3
"전라남도","사립","직원수 (명)","여자",2016,4
"전라남도","사립","직원수 (명)","여자",2017,4
"전라남도","사립","직원수 (명)","여자",2018,4
"전라남도","사립","직원수 (명)","여자",2019,4
"전라남도","사립","직원수 (명)","여자",2020,5
"전라남도","사립","직원수 (명)","여자",2021,4
"전라남도","사립","직원수 (명)","여자",2022,3
"전라남도","사립","입학자수 (명)","소계",2013,165
"전라남도","사립","입학자수 (명)","소계",2014,193
"전라남도","사립","입학자수 (명)","소계",2015,154
"전라남도","사립","입학자수 (명)","소계",2016,197
"전라남도","사립","입학자수 (명)","소계",2017,252
"전라남도","사립","입학자수 (명)","소계",2018,232
"전라남도","사립","입학자수 (명)","소계",2019,263
"전라남도","사립","입학자수 (명)","소계",2020,241
"전라남도","사립","입학자수 (명)","소계",2021,219
"전라남도","사립","입학자수 (명)","소계",2022,235
