"시도별(1)","설립주체별(1)","유치원현황별(1)","유치원현황별(2)",시점,데이터
"경상남도","공립","교실수 (개)","교과교실",2020,1
"경상남도","공립","교실수 (개)","교과교실",2021,1
"경상남도","공립","교실수 (개)","교과교실",2022,1
"경상남도","공립","교실수 (개)","특별교실",2015,36
"경상남도","공립","교실수 (개)","특별교실",2016,62
"경상남도","공립","교실수 (개)","특별교실",2017,67
"경상남도","공립","교실수 (개)","특별교실",2018,18
"경상남도","공립","교실수 (개)","특별교실",2019,25
"경상남도","공립","교실수 (개)","특별교실",2020,22
"경상남도","공립","교실수 (개)","특별교실",2021,34
"경상남도","공립","교실수 (개)","특별교실",2022,39
"경상남도","공립","교실수 (개)","수준별교실",2015,1
"경상남도","공립","교실수 (개)","수준별교실",2016,1
"경상남도","공립","교실수 (개)","수준별교실",2017,-
"경상남도","공립","교실수 (개)","수준별교실",2018,0
"경상남도","공립","교실수 (개)","수준별교실",2019,0
"경상남도","공립","교실수 (개)","수준별교실",2020,-
"경상남도","공립","교실수 (개)","수준별교실",2021,3
"경상남도","공립","교실수 (개)","수준별교실",2022,3
"경상남도","사립","유치원수 (개)","소계",2013,260
"경상남도","사립","유치원수 (개)","소계",2014,263
"경상남도","사립","유치원수 (개)","소계",2015,264
"경상남도","사립","유치원수 (개)","소계",2016,271
"경상남도","사립","유치원수 (개)","소계",2017,272
"경상남도","사립","유치원수 (개)","소계",2018,273
"경상남도","사립","유치원수 (개)","소계",2019,269
"경상남도","사립","유치원수 (개)","소계",2020,260
"경상남도","사립","유치원수 (개)","소계",2021,247
"경상남도","사립","유치원수 (개)","소계",2022,241
"경상남도","사립","학급수 (개)","소계",2013,1596
"경상남도","사립","학급수 (개)","소계",2014,1617
"경상남도","사립","학급수 (개)","소계",2015,1703
"경상남도","사립","학급수 (개)","소계",2016,1770
"경상남도","사립","학급수 (개)","소계",2017,1771
"경상남도","사립","학급수 (개)","소계",2018,1932
"경상남도","사립","학급수 (개)","소계",2019,1900
"경상남도","사립","학급수 (개)","소계",2020,1865
"경상남도","사립","학급수 (개)","소계",2021,1516
"경상남도","사립","학급수 (개)","소계",2022,1455
"경상남도","사립","원아수 (명)","소계",2013,38883
"경상남도","사립","원아수 (명)","소계",2014,37550
"경상남도","사립","원아수 (명)","소계",2015,38934
"경상남도","사립","원아수 (명)","소계",2016,40594
"경상남도","사립","원아수 (명)","소계",2017,39953
"경상남도","사립","원아수 (명)","소계",2018,39687
"경상남도","사립","원아수 (명)","소계",2019,37089
"경상남도","사립","원아수 (명)","소계",2020,35125
"경상남도","사립","원아수 (명)","소계",2021,32102
"경상남도","사립","원아수 (명)","소계",2022,29853
"경상남도","사립","원아수 (명)","여자",2013,18962
"경상남도","사립","원아수 (명)","여자",2014,18424
"경상남도","사립","원아수 (명)","여자",2015,19143
"경상남도","사립","원아수 (명)","여자",2016,20019
"경상남도","사립","원아수 (명)","여자",2017,19875
"경상남도","사립","원아수 (명)","여자",2018,19583
"경상남도","사립","원아수 (명)","여자",2019,18414
"경상남도","사립","원아수 (명)","여자",2020,17345
"경상남도","사립","원아수 (명)","여자",2021,15937
"경상남도","사립","원아수 (명)","여자",2022,14913
"경상남도","사립","교원수 (명)","소계",2013,2525
"경상남도","사립","교원수 (명)","소계",2014,2550
"경상남도","사립","교원수 (명)","소계",2015,2700
"경상남도","사립","교원수 (명)","소계",2016,2808
"경상남도","사립","교원수 (명)","소계",2017,2817
"경상남도","사립","교원수 (명)","소계",2018,2803
"경상남도","사립","교원수 (명)","소계",2019,2656
"경상남도","사립","교원수 (명)","소계",2020,2544
"경상남도","사립","교원수 (명)","소계",2021,2369
"경상남도","사립","교원수 (명)","소계",2022,2235
"경상남도","사립","교원수 (명)","여자",2013,2483
"경상남도","사립","교원수 (명)","여자",2014,2506
"경상남도","사립","교원수 (명)","여자",2015,2654
"경상남도","사립","교원수 (명)","여자",2016,2759
"경상남도","사립","교원수 (명)","여자",2017,2770
"경상남도","사립","교원수 (명)","여자",2018,2750
"경상남도","사립","교원수 (명)","여자",2019,2608
"경상남도","사립","교원수 (명)","여자",2020,2485
"경상남도","사립","교원수 (명)","여자",2021,2313
"경상남도","사립","교원수 (명)","여자",2022,2185
"경상남도","사립","직원수 (명)","소계",2013,227
"경상남도","사립","직원수 (명)","소계",2014,151
"경상남도","사립","직원수 (명)","소계",2015,123
"경상남도","사립","직원수 (명)","소계",2016,219
"경상남도","사립","직원수 (명)","소계",2017,418
"경상남도","사립","직원수 (명)","소계",2018,262
"경상남도","사립","직원수 (명)","소계",2019,241
"경상남도","사립","직원수 (명)","소계",2020,256
"경상남도","사립","직원수 (명)","소계",2021,233
"경상남도","사립","직원수 (명)","소계",2022,236
"경상남도","사립","직원수 (명)","여자",2013,122
"경상남도","사립","직원수 (명)","여자",2014,88
"경상남도","사립","직원수 (명)","여자",2015,86
"경상남도","사립","직원수 (명)","여자",2016,132
"경상남도","사립","직원수 (명)","여자",2017,273
"경상남도","사립","직원수 (명)","여자",2018,152
"경상남도","사립","직원수 (명)","여자",2019,137
"경상남도","사립","직원수 (명)","여자",2020,148
"경상남도","사립","직원수 (명)","여자",2021,122
"경상남도","사립","직원수 (명)","여자",2022,128
"경상남도","사립","신입원아수 (명)","소계",2013,16950
"경상남도","사립","신입원아수 (명)","소계",2014,16492
"경상남도","사립","신입원아수 (명)","소계",2015,17378
"경상남도","사립","신입원아수 (명)","소계",2016,17563
"경상남도","사립","신입원아수 (명)","소계",2017,16357
"경상남도","사립","신입원아수 (명)","소계",2018,16396
"경상남도","사립","신입원아수 (명)","소계",2019,15287
"경상남도","사립","신입원아수 (명)","소계",2020,13542
"경상남도","사립","신입원아수 (명)","소계",2021,12270
"경상남도","사립","신입원아수 (명)","소계",2022,11884
"경상남도","사립","신입원아수 (명)","여자",2013,8279
"경상남도","사립","신입원아수 (명)","여자",2014,8128
"경상남도","사립","신입원아수 (명)","여자",2015,8579
"경상남도","사립","신입원아수 (명)","여자",2016,8635
"경상남도","사립","신입원아수 (명)","여자",2017,8275
"경상남도","사립","신입원아수 (명)","여자",2018,8032
"경상남도","사립","신입원아수 (명)","여자",2019,7587
"경상남도","사립","신입원아수 (명)","여자",2020,6677
"경상남도","사립","신입원아수 (명)","여자",2021,6116
"경상남도","사립","신입원아수 (명)","여자",2022,5927
"경상남도","사립","재취원아수 (명)","소계",2013,21918
"경상남도","사립","재취원아수 (명)","소계",2014,21045
"경상남도","사립","재취원아수 (명)","소계",2015,21654
"경상남도","사립","재취원아수 (명)","소계",2016,22937
"경상남도","사립","재취원아수 (명)","소계",2017,23901
"경상남도","사립","재취원아수 (명)","소계",2018,23406
"경상남도","사립","재취원아수 (명)","소계",2019,21825
"경상남도","사립","재취원아수 (명)","여자",2013,10731
"경상남도","사립","재취원아수 (명)","여자",2014,10321
"경상남도","사립","재취원아수 (명)","여자",2015,10638
"경상남도","사립","재취원아수 (명)","여자",2016,11321
"경상남도","사립","재취원아수 (명)","여자",2017,11885
"경상남도","사립","재취원아수 (명)","여자",2018,11565
"경상남도","사립","재취원아수 (명)","여자",2019,10776
"경상남도","사립","졸업원아수 (명)","소계",2013,25436
"경상남도","사립","졸업원아수 (명)","소계",2014,24103
"경상남도","사립","졸업원아수 (명)","소계",2015,22784
"경상남도","사립","졸업원아수 (명)","소계",2016,14597
"경상남도","사립","졸업원아수 (명)","소계",2017,14514
"경상남도","사립","졸업원아수 (명)","소계",2018,14842
"경상남도","사립","졸업원아수 (명)","소계",2019,14579
"경상남도","사립","졸업원아수 (명)","소계",2020,12785
"경상남도","사립","졸업원아수 (명)","소계",2021,12261
"경상남도","사립","졸업원아수 (명)","소계",2022,12043
"경상남도","사립","졸업원아수 (명)","여자",2013,12424
"경상남도","사립","졸업원아수 (명)","여자",2014,11773
"경상남도","사립","졸업원아수 (명)","여자",2015,11195
"경상남도","사립","졸업원아수 (명)","여자",2016,7113
"경상남도","사립","졸업원아수 (명)","여자",2017,7108
"경상남도","사립","졸업원아수 (명)","여자",2018,7424
"경상남도","사립","졸업원아수 (명)","여자",2019,7195
"경상남도","사립","졸업원아수 (명)","여자",2020,6346
"경상남도","사립","졸업원아수 (명)","여자",2021,5982
"경상남도","사립","졸업원아수 (명)","여자",2022,5890
"경상남도","사립","교실수 (개)","소계",2013,1772
"경상남도","사립","교실수 (개)","소계",2014,1774
"경상남도","사립","교실수 (개)","소계",2015,2028
"경상남도","사립","교실수 (개)","소계",2016,2105
"경상남도","사립","교실수 (개)","소계",2017,2145
"경상남도","사립","교실수 (개)","소계",2018,2211
"경상남도","사립","교실수 (개)","소계",2019,2197
"경상남도","사립","교실수 (개)","소계",2020,2139
"경상남도","사립","교실수 (개)","소계",2021,1985
"경상남도","사립","교실수 (개)","소계",2022,1915
"경상남도","사립","교실수 (개)","정규교실",2013,1713
"경상남도","사립","교실수 (개)","정규교실",2014,1726
"경상남도","사립","교실수 (개)","가·대용교실",2013,59
"경상남도","사립","교실수 (개)","가·대용교실",2014,48
"경상남도","사립","교실수 (개)","일반교실",2015,1788
"경상남도","사립","교실수 (개)","일반교실",2016,1859
"경상남도","사립","교실수 (개)","일반교실",2017,1915
"경상남도","사립","교실수 (개)","일반교실",2018,1973
"경상남도","사립","교실수 (개)","일반교실",2019,1962
"경상남도","사립","교실수 (개)","일반교실",2020,1917
"경상남도","사립","교실수 (개)","일반교실",2021,1778
"경상남도","사립","교실수 (개)","일반교실",2022,1711
"경상남도","사립","교실수 (개)","교과교실",2015,52
"경상남도","사립","교실수 (개)","교과교실",2016,52
"경상남도","사립","교실수 (개)","교과교실",2017,35
"경상남도","사립","교실수 (개)","교과교실",2018,38
"경상남도","사립","교실수 (개)","교과교실",2019,35
"경상남도","사립","교실수 (개)","교과교실",2020,36
"경상남도","사립","교실수 (개)","교과교실",2021,34
"경상남도","사립","교실수 (개)","교과교실",2022,33
"경상남도","사립","교실수 (개)","특별교실",2015,180
"경상남도","사립","교실수 (개)","특별교실",2016,186
"경상남도","사립","교실수 (개)","특별교실",2017,187
"경상남도","사립","교실수 (개)","특별교실",2018,192
"경상남도","사립","교실수 (개)","특별교실",2019,193
"경상남도","사립","교실수 (개)","특별교실",2020,184
"경상남도","사립","교실수 (개)","특별교실",2021,172
"경상남도","사립","교실수 (개)","특별교실",2022,170
"경상남도","사립","교실수 (개)","수준별교실",2015,8
"경상남도","사립","교실수 (개)","수준별교실",2016,8
"경상남도","사립","교실수 (개)","수준별교실",2017,8
"경상남도","사립","교실수 (개)","수준별교실",2018,8
"경상남도","사립","교실수 (개)","수준별교실",2019,7
"경상남도","사립","교실수 (개)","수준별교실",2020,2
"경상남도","사립","교실수 (개)","수준별교실",2021,1
"경상남도","사립","교실수 (개)","수준별교실",2022,1
"제주특별자치도","계","유치원수 (개)","소계",2013,112
"제주특별자치도","계","유치원수 (개)","소계",2014,114
"제주특별자치도","계","유치원수 (개)","소계",2015,117
"제주특별자치도","계","유치원수 (개)","소계",2016,118
"제주특별자치도","계","유치원수 (개)","소계",2017,118
"제주특별자치도","계","유치원수 (개)","소계",2018,119
"제주특별자치도","계","유치원수 (개)","소계",2019,123
"제주특별자치도","계","유치원수 (개)","소계",2020,123
"제주특별자치도","계","유치원수 (개)","소계",2021,123
"제주특별자치도","계","유치원수 (개)","소계",2022,119
"제주특별자치도","계","학급수 (개)","소계",2013,244
"제주특별자치도","계","학급수 (개)","소계",2014,251
"제주특별자치도","계","학급수 (개)","소계",2015,252
"제주특별자치도","계","학급수 (개)","소계",2016,259
"제주특별자치도","계","학급수 (개)","소계",2017,258
"제주특별자치도","계","학급수 (개)","소계",2018,266
"제주특별자치도","계","학급수 (개)","소계",2019,287
"제주특별자치도","계","학급수 (개)","소계",2020,302
"제주특별자치도","계","학급수 (개)","소계",2021,299
"제주특별자치도","계","학급수 (개)","소계",2022,287
"제주특별자치도","계","원아수 (명)","소계",2013,5295
"제주특별자치도","계","원아수 (명)","소계",2014,5296
"제주특별자치도","계","원아수 (명)","소계",2015,5547
"제주특별자치도","계","원아수 (명)","소계",2016,5943
"제주특별자치도","계","원아수 (명)","소계",2017,5893
"제주특별자치도","계","원아수 (명)","소계",2018,6097
"제주특별자치도","계","원아수 (명)","소계",2019,6181
"제주특별자치도","계","원아수 (명)","소계",2020,6395
"제주특별자치도","계","원아수 (명)","소계",2021,6277
"제주특별자치도","계","원아수 (명)","소계",2022,5945
"제주특별자치도","계","원아수 (명)","여자",2013,2510
"제주특별자치도","계","원아수 (명)","여자",2014,2540
"제주특별자치도","계","원아수 (명)","여자",2015,2639
"제주특별자치도","계","원아수 (명)","여자",2016,2898
"제주특별자치도","계","원아수 (명)","여자",2017,2862
"제주특별자치도","계","원아수 (명)","여자",2018,2990
"제주특별자치도","계","원아수 (명)","여자",2019,3001
"제주특별자치도","계","원아수 (명)","여자",2020,3187
"제주특별자치도","계","원아수 (명)","여자",2021,3048
"제주특별자치도","계","원아수 (명)","여자",2022,2927
"제주특별자치도","계","교원수 (명)","소계",2013,438
"제주특별자치도","계","교원수 (명)","소계",2014,478
"제주특별자치도","계","교원수 (명)","소계",2015,474
"제주특별자치도","계","교원수 (명)","소계",2016,514
"제주특별자치도","계","교원수 (명)","소계",2017,499
"제주특별자치도","계","교원수 (명)","소계",2018,525
"제주특별자치도","계","교원수 (명)","소계",2019,412
"제주특별자치도","계","교원수 (명)","소계",2020,427
"제주특별자치도","계","교원수 (명)","소계",2021,433
"제주특별자치도","계","교원수 (명)","소계",2022,416
"제주특별자치도","계","교원수 (명)","여자",2013,434
"제주특별자치도","계","교원수 (명)","여자",2014,471
"제주특별자치도","계","교원수 (명)","여자",2015,468
"제주특별자치도","계","교원수 (명)","여자",2016,507
"제주특별자치도","계","교원수 (명)","여자",2017,494
"제주특별자치도","계","교원수 (명)","여자",2018,517
"제주특별자치도","계","교원수 (명)","여자",2019,403
"제주특별자치도","계","교원수 (명)","여자",2020,421
"제주특별자치도","계","교원수 (명)","여자",2021,423
"제주특별자치도","계","교원수 (명)","여자",2022,406
"제주특별자치도","계","직원수 (명)","소계",2013,71
"제주특별자치도","계","직원수 (명)","소계",2014,26
"제주특별자치도","계","직원수 (명)","소계",2015,13
"제주특별자치도","계","직원수 (명)","소계",2016,19
"제주특별자치도","계","직원수 (명)","소계",2017,59
"제주특별자치도","계","직원수 (명)","소계",2018,30
"제주특별자치도","계","직원수 (명)","소계",2019,27
"제주특별자치도","계","직원수 (명)","소계",2020,18
"제주특별자치도","계","직원수 (명)","소계",2021,19
"제주특별자치도","계","직원수 (명)","소계",2022,17
"제주특별자치도","계","직원수 (명)","여자",2013,38
"제주특별자치도","계","직원수 (명)","여자",2014,14
"제주특별자치도","계","직원수 (명)","여자",2015,8
"제주특별자치도","계","직원수 (명)","여자",2016,12
"제주특별자치도","계","직원수 (명)","여자",2017,28
"제주특별자치도","계","직원수 (명)","여자",2018,18
"제주특별자치도","계","직원수 (명)","여자",2019,17
"제주특별자치도","계","직원수 (명)","여자",2020,12
"제주특별자치도","계","직원수 (명)","여자",2021,13
"제주특별자치도","계","직원수 (명)","여자",2022,12
"제주특별자치도","계","신입원아수 (명)","소계",2013,3508
"제주특별자치도","계","신입원아수 (명)","소계",2014,3503
"제주특별자치도","계","신입원아수 (명)","소계",2015,3691
"제주특별자치도","계","신입원아수 (명)","소계",2016,3829
"제주특별자치도","계","신입원아수 (명)","소계",2017,3883
"제주특별자치도","계","신입원아수 (명)","소계",2018,4219
"제주특별자치도","계","신입원아수 (명)","소계",2019,4613
"제주특별자치도","계","신입원아수 (명)","소계",2020,4594
"제주특별자치도","계","신입원아수 (명)","소계",2021,4252
"제주특별자치도","계","신입원아수 (명)","소계",2022,4220
"제주특별자치도","계","신입원아수 (명)","여자",2013,1687
"제주특별자치도","계","신입원아수 (명)","여자",2014,1687
"제주특별자치도","계","신입원아수 (명)","여자",2015,1735
"제주특별자치도","계","신입원아수 (명)","여자",2016,1887
"제주특별자치도","계","신입원아수 (명)","여자",2017,1906
"제주특별자치도","계","신입원아수 (명)","여자",2018,2038
"제주특별자치도","계","신입원아수 (명)","여자",2019,2268
"제주특별자치도","계","신입원아수 (명)","여자",2020,2278
"제주특별자치도","계","신입원아수 (명)","여자",2021,2046
"제주특별자치도","계","신입원아수 (명)","여자",2022,2116
"제주특별자치도","계","재취원아수 (명)","소계",2013,1785
"제주특별자치도","계","재취원아수 (명)","소계",2014,1780
"제주특별자치도","계","재취원아수 (명)","소계",2015,1858
"제주특별자치도","계","재취원아수 (명)","소계",2016,2089
"제주특별자치도","계","재취원아수 (명)","소계",2017,2031
"제주특별자치도","계","재취원아수 (명)","소계",2018,1892
"제주특별자치도","계","재취원아수 (명)","소계",2019,1574
"제주특별자치도","계","재취원아수 (명)","여자",2013,852
"제주특별자치도","계","재취원아수 (명)","여자",2014,837
"제주특별자치도","계","재취원아수 (명)","여자",2015,884
"제주특별자치도","계","재취원아수 (명)","여자",2016,987
"제주특별자치도","계","재취원아수 (명)","여자",2017,966
"제주특별자치도","계","재취원아수 (명)","여자",2018,958
"제주특별자치도","계","재취원아수 (명)","여자",2019,744
"제주특별자치도","계","졸업원아수 (명)","소계",2013,5021
"제주특별자치도","계","졸업원아수 (명)","소계",2014,5272
"제주특별자치도","계","졸업원아수 (명)","소계",2015,3378
"제주특별자치도","계","졸업원아수 (명)","소계",2016,3348
"제주특별자치도","계","졸업원아수 (명)","소계",2017,3630
"제주특별자치도","계","졸업원아수 (명)","소계",2018,3806
"제주특별자치도","계","졸업원아수 (명)","소계",2019,4190
"제주특별자치도","계","졸업원아수 (명)","소계",2020,3979
"제주특별자치도","계","졸업원아수 (명)","소계",2021,4078
"제주특별자치도","계","졸업원아수 (명)","소계",2022,3812
"제주특별자치도","계","졸업원아수 (명)","여자",2013,2413
"제주특별자치도","계","졸업원아수 (명)","여자",2014,2506
"제주특별자치도","계","졸업원아수 (명)","여자",2015,1625
"제주특별자치도","계","졸업원아수 (명)","여자",2016,1614
"제주특별자치도","계","졸업원아수 (명)","여자",2017,1757
"제주특별자치도","계","졸업원아수 (명)","여자",2018,1790
"제주특별자치도","계","졸업원아수 (명)","여자",2019,2037
"제주특별자치도","계","졸업원아수 (명)","여자",2020,1902
"제주특별자치도","계","졸업원아수 (명)","여자",2021,2014
"제주특별자치도","계","졸업원아수 (명)","여자",2022,1846
"제주특별자치도","계","교실수 (개)","소계",2013,213
"제주특별자치도","계","교실수 (개)","소계",2014,216
"제주특별자치도","계","교실수 (개)","소계",2015,236
"제주특별자치도","계","교실수 (개)","소계",2016,235
"제주특별자치도","계","교실수 (개)","소계",2017,233
"제주특별자치도","계","교실수 (개)","소계",2018,131
"제주특별자치도","계","교실수 (개)","소계",2019,131
"제주특별자치도","계","교실수 (개)","소계",2020,130
"제주특별자치도","계","교실수 (개)","소계",2021,131
"제주특별자치도","계","교실수 (개)","소계",2022,108
"제주특별자치도","계","교실수 (개)","정규교실",2013,213
"제주특별자치도","계","교실수 (개)","정규교실",2014,216
"제주특별자치도","계","교실수 (개)","가·대용교실",2013,-
"제주특별자치도","계","교실수 (개)","가·대용교실",2014,-
"제주특별자치도","계","교실수 (개)","일반교실",2015,216
"제주특별자치도","계","교실수 (개)","일반교실",2016,217
"제주특별자치도","계","교실수 (개)","일반교실",2017,220
"제주특별자치도","계","교실수 (개)","일반교실",2018,120
"제주특별자치도","계","교실수 (개)","일반교실",2019,120
"제주특별자치도","계","교실수 (개)","일반교실",2020,120
"제주특별자치도","계","교실수 (개)","일반교실",2021,121
"제주특별자치도","계","교실수 (개)","일반교실",2022,97
"제주특별자치도","계","교실수 (개)","교과교실",2015,2
"제주특별자치도","계","교실수 (개)","교과교실",2016,2
"제주특별자치도","계","교실수 (개)","교과교실",2017,-
"제주특별자치도","계","교실수 (개)","교과교실",2018,0
"제주특별자치도","계","교실수 (개)","교과교실",2019,0
"제주특별자치도","계","교실수 (개)","교과교실",2020,-
"제주특별자치도","계","교실수 (개)","교과교실",2021,-
"제주특별자치도","계","교실수 (개)","교과교실",2022,-
"제주특별자치도","계","교실수 (개)","특별교실",2015,18
"제주특별자치도","계","교실수 (개)","특별교실",2016,16
"제주특별자치도","계","교실수 (개)","특별교실",2017,13
"제주특별자치도","계","교실수 (개)","특별교실",2018,11
"제주특별자치도","계","교실수 (개)","특별교실",2019,11
"제주특별자치도","계","교실수 (개)","특별교실",2020,10
"제주특별자치도","계","교실수 (개)","특별교실",2021,10
"제주특별자치도","계","교실수 (개)","특별교실",2022,11
"제주특별자치도","계","교실수 (개)","수준별교실",2015,-
"제주특별자치도","계","교실수 (개)","수준별교실",2016,-
"제주특별자치도","계","교실수 (개)","수준별교실",2017,-
"제주특별자치도","계","교실수 (개)","수준별교실",2018,0
"제주특별자치도","계","교실수 (개)","수준별교실",2019,0
"제주특별자치도","계","교실수 (개)","수준별교실",2020,-
"제주특별자치도","계","교실수 (개)","수준별교실",2021,-
"제주특별자치도","계","교실수 (개)","수준별교실",2022,-
"제주특별자치도","국립","유치원수 (개)","소계",2013,-
"제주특별자치도","국립","유치원수 (개)","소계",2014,-
"제주특별자치도","국립","유치원수 (개)","소계",2015,-
"제주특별자치도","국립","유치원수 (개)","소계",2016,-
"제주특별자치도","국립","유치원수 (개)","소계",2017,-
"제주특별자치도","국립","유치원수 (개)","소계",2018,0
"제주특별자치도","국립","유치원수 (개)","소계",2019,0
"제주특별자치도","국립","유치원수 (개)","소계",2020,-
"제주특별자치도","국립","유치원수 (개)","소계",2021,-
"제주특별자치도","국립","유치원수 (개)","소계",2022,-
"제주특별자치도","국립","학급수 (개)","소계",2013,-
"제주특별자치도","국립","학급수 (개)","소계",2014,-
"제주특별자치도","국립","학급수 (개)","소계",2015,-
"제주특별자치도","국립","학급수 (개)","소계",2016,-
"제주특별자치도","국립","학급수 (개)","소계",2017,-
"제주특별자치도","국립","학급수 (개)","소계",2018,0
"제주특별자치도","국립","학급수 (개)","소계",2019,0
"제주특별자치도","국립","학급수 (개)","소계",2020,-
"제주특별자치도","국립","학급수 (개)","소계",2021,-
"제주특별자치도","국립","학급수 (개)","소계",2022,-
"제주특별자치도","국립","원아수 (명)","소계",2013,-
"제주특별자치도","국립","원아수 (명)","소계",2014,-
"제주특별자치도","국립","원아수 (명)","소계",2015,-
"제주특별자치도","국립","원아수 (명)","소계",2016,-
"제주특별자치도","국립","원아수 (명)","소계",2017,-
"제주특별자치도","국립","원아수 (명)","소계",2018,0
"제주특별자치도","국립","원아수 (명)","소계",2019,0
"제주특별자치도","국립","원아수 (명)","소계",2020,-
"제주특별자치도","국립","원아수 (명)","소계",2021,-
"제주특별자치도","국립","원아수 (명)","소계",2022,-
"제주특별자치도","국립","원아수 (명)","여자",2013,-
"제주특별자치도","국립","원아수 (명)","여자",2014,-
"제주특별자치도","국립","원아수 (명)","여자",2015,-
"제주특별자치도","국립","원아수 (명)","여자",2016,-
"제주특별자치도","국립","원아수 (명)","여자",2017,-
"제주특별자치도","국립","원아수 (명)","여자",2018,0
"제주특별자치도","국립","원아수 (명)","여자",2019,0
"제주특별자치도","국립","원아수 (명)","여자",2020,-
"제주특별자치도","국립","원아수 (명)","여자",2021,-
"제주특별자치도","국립","원아수 (명)","여자",2022,-
"제주특별자치도","국립","교원수 (명)","소계",2013,-
"제주특별자치도","국립","교원수 (명)","소계",2014,-
"제주특별자치도","국립","교원수 (명)","소계",2015,-
"제주특별자치도","국립","교원수 (명)","소계",2016,-
"제주특별자치도","국립","교원수 (명)","소계",2017,-
"제주특별자치도","국립","교원수 (명)","소계",2018,0
"제주특별자치도","국립","교원수 (명)","소계",2019,0
"제주특별자치도","국립","교원수 (명)","소계",2020,-
"제주특별자치도","국립","교원수 (명)","소계",2021,-
"제주특별자치도","국립","교원수 (명)","소계",2022,-
"제주특별자치도","국립","교원수 (명)","여자",2013,-
"제주특별자치도","국립","교원수 (명)","여자",2014,-
"제주특별자치도","국립","교원수 (명)","여자",2015,-
"제주특별자치도","국립","교원수 (명)","여자",2016,-
"제주특별자치도","국립","교원수 (명)","여자",2017,-
"제주특별자치도","국립","교원수 (명)","여자",2018,0
"제주특별자치도","국립","교원수 (명)","여자",2019,0
"제주특별자치도","국립","교원수 (명)","여자",2020,-
"제주특별자치도","국립","교원수 (명)","여자",2021,-
"제주특별자치도","국립","교원수 (명)","여자",2022,-
"제주특별자치도","국립","직원수 (명)","소계",2013,-
"제주특별자치도","국립","직원수 (명)","소계",2014,-
"제주특별자치도","국립","직원수 (명)","소계",2015,-
"제주특별자치도","국립","직원수 (명)","소계",2016,-
"제주특별자치도","국립","직원수 (명)","소계",2017,-
"제주특별자치도","국립","직원수 (명)","소계",2018,0
"제주특별자치도","국립","직원수 (명)","소계",2019,0
"제주특별자치도","국립","직원수 (명)","소계",2020,-
"제주특별자치도","국립","직원수 (명)","소계",2021,-
"제주특별자치도","국립","직원수 (명)","소계",2022,-
"제주특별자치도","국립","직원수 (명)","여자",2013,-
"제주특별자치도","국립","직원수 (명)","여자",2014,-
"제주특별자치도","국립","직원수 (명)","여자",2015,-
"제주특별자치도","국립","직원수 (명)","여자",2016,-
"제주특별자치도","국립","직원수 (명)","여자",2017,-
"제주특별자치도","국립","직원수 (명)","여자",2018,0
"제주특별자치도","국립","직원수 (명)","여자",2019,0
"제주특별자치도","국립","직원수 (명)","여자",2020,-
"제주특별자치도","국립","직원수 (명)","여자",2021,-
"제주특별자치도","국립","직원수 (명)","여자",2022,-
"제주특별자치도","국립","신입원아수 (명)","소계",2013,-
"제주특별자치도","국립","신입원아수 (명)","소계",2014,-
"제주특별자치도","국립","신입원아수 (명)","소계",2015,-
"제주특별자치도","국립","신입원아수 (명)","소계",2016,-
"제주특별자치도","국립","신입원아수 (명)","소계",2017,-
"제주특별자치도","국립","신입원아수 (명)","소계",2018,0
"제주특별자치도","국립","신입원아수 (명)","소계",2019,0
"제주특별자치도","국립","신입원아수 (명)","소계",2020,-
"제주특별자치도","국립","신입원아수 (명)","소계",2021,-
"제주특별자치도","국립","신입원아수 (명)","소계",2022,-
"제주특별자치도","국립","신입원아수 (명)","여자",2013,-
"제주특별자치도","국립","신입원아수 (명)","여자",2014,-
"제주특별자치도","국립","신입원아수 (명)","여자",2015,-
"제주특별자치도","국립","신입원아수 (명)","여자",2016,-
"제주특별자치도","국립","신입원아수 (명)","여자",2017,-
"제주특별자치도","국립","신입원아수 (명)","여자",2018,0
"제주특별자치도","국립","신입원아수 (명)","여자",2019,0
"제주특별자치도","국립","신입원아수 (명)","여자",2020,-
"제주특별자치도","국립","신입원아수 (명)","여자",2021,-
"제주특별자치도","국립","신입원아수 (명)","여자",2022,-
"제주특별자치도","국립","재취원아수 (명)","소계",2013,-
"제주특별자치도","국립","재취원아수 (명)","소계",2014,-
"제주특별자치도","국립","재취원아수 (명)","소계",2015,-
"제주특별자치도","국립","재취원아수 (명)","소계",2016,-
"제주특별자치도","국립","재취원아수 (명)","소계",2017,-
"제주특별자치도","국립","재취원아수 (명)","소계",2018,0
"제주특별자치도","국립","재취원아수 (명)","소계",2019,0
"제주특별자치도","국립","재취원아수 (명)","여자",2013,-
"제주특별자치도","국립","재취원아수 (명)","여자",2014,-
"제주특별자치도","국립","재취원아수 (명)","여자",2015,-
"제주특별자치도","국립","재취원아수 (명)","여자",2016,-
"제주특별자치도","국립","재취원아수 (명)","여자",2017,-
"제주특별자치도","국립","재취원아수 (명)","여자",2018,0
"제주특별자치도","국립","재취원아수 (명)","여자",2019,0
"제주특별자치도","국립","졸업원아수 (명)","소계",2013,-
"제주특별자치도","국립","졸업원아수 (명)","소계",2014,-
"제주특별자치도","국립","졸업원아수 (명)","소계",2015,-
"제주특별자치도","국립","졸업원아수 (명)","소계",2016,-
"제주특별자치도","국립","졸업원아수 (명)","소계",2017,-
